"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"71","MEXICO IS PAYING FOR THE WALL through the many billions of dollars a year that the U.S.A. is saving through the new… https://t.co/y9ubjWR83H",FALSE,104727,NA,2019-01-01 00:40:26,TRUE,NA,"1079900120047603713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24118,FALSE,FALSE,NA,NA
"72","HAPPY NEW YEAR! https://t.co/bHoPDPQ7G6",FALSE,165860,NA,2018-12-31 23:53:06,FALSE,NA,"1079888205351145472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",38335,FALSE,FALSE,NA,NA
"73","....Senator Schumer, more than a year longer than any other Administration in history. These are people who have be… https://t.co/Gm1TOkGOFF",FALSE,86708,"realDonaldTrump",2018-12-31 20:02:52,TRUE,"1079830267274108930","1079830268708556800","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21780,FALSE,FALSE,NA,NA
"74","Heads of countries are calling wanting to know why Senator Schumer is not approving their otherwise approved Ambass… https://t.co/iDbniAtvK6",FALSE,100409,NA,2018-12-31 20:02:52,TRUE,NA,"1079830267274108930",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26088,FALSE,FALSE,NA,NA
"75","It’s incredible how Democrats can all use their ridiculous sound bite and say that a Wall doesn’t work. It does, an… https://t.co/FIrJAWfsrO",FALSE,143745,NA,2018-12-31 15:39:15,TRUE,NA,"1079763923845419009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32443,FALSE,FALSE,NA,NA
"76","I’m in the Oval Office. Democrats, come back from vacation now and give us the votes necessary for Border Security,… https://t.co/anAk2LBNsa",FALSE,145786,NA,2018-12-31 15:37:14,TRUE,NA,"1079763419908243456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33042,FALSE,FALSE,NA,NA
"77","I am the only person in America who could say that, “I’m bringing our great troops back home, with victory,” and ge… https://t.co/McKskjhH4U",FALSE,125928,NA,2018-12-31 14:38:52,TRUE,NA,"1079748730058870789",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27640,FALSE,FALSE,NA,NA
"78","I campaigned on Border Security, which you cannot have without a strong and powerful Wall. Our Southern Border has… https://t.co/n6Sg4IynLO",FALSE,101037,NA,2018-12-31 13:29:32,TRUE,NA,"1079731279032172545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23570,FALSE,FALSE,NA,NA
"79",".....Except the results are FAR BETTER than I ever said they were going to be! I campaigned against the NEVER ENDING WARS, remember!",FALSE,79457,NA,2018-12-31 13:19:13,FALSE,NA,"1079728684427341825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16041,FALSE,FALSE,NA,NA
"80","...I campaigned on getting out of Syria and other places. Now when I start getting out the Fake News Media, or some… https://t.co/12EjLIquNS",FALSE,110971,NA,2018-12-31 13:12:40,TRUE,NA,"1079727034673311746",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23557,FALSE,FALSE,NA,NA
"81","If anybody but Donald Trump did what I did in Syria, which was an ISIS loaded mess when I became President, they wo… https://t.co/DUk7bM290B",FALSE,86844,NA,2018-12-31 13:03:05,TRUE,NA,"1079724622868819973",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18567,FALSE,FALSE,NA,NA
"82","An all concrete Wall was NEVER ABANDONED, as has been reported by the media. Some areas will be all concrete but th… https://t.co/ymVYDnI5Fo",FALSE,105788,NA,2018-12-31 12:51:22,TRUE,NA,"1079721675346923520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22087,FALSE,FALSE,NA,NA
"83","President and Mrs. Obama built/has a ten foot Wall around their D.C. mansion/compound. I agree, totally necessary f… https://t.co/gGmTkLOu77",FALSE,242808,NA,2018-12-30 21:59:44,TRUE,NA,"1079497288605683712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",63752,FALSE,FALSE,NA,NA
"84","Great work by my Administration over the holidays to save Coast Guard pay during this #SchumerShutdown. No thanks t… https://t.co/mpPGwVZAA0",FALSE,135999,NA,2018-12-30 16:56:09,TRUE,NA,"1079420891807793152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32833,FALSE,FALSE,NA,NA
"85","Veterans on President Trump’s handling of Border Security - 62% Approval Rating. On being a strong leader - 59%.  AP Poll. Thank you!",FALSE,128478,NA,2018-12-30 15:28:35,FALSE,NA,"1079398853684707328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26455,FALSE,FALSE,NA,NA
"86","“It turns out to be true now, that the Department of Justice and the FBI, under President Obama, rigged the investi… https://t.co/XO09qhvHGd",FALSE,154513,NA,2018-12-30 03:15:36,TRUE,NA,"1079214392758145024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",45764,FALSE,FALSE,NA,NA
"87","“Absolutely nothing” (on Russian Collusion). Kimberley Strassel, The Wall Street Journal. The Russian Collusion fab… https://t.co/iZ52aLe6z5",FALSE,122040,NA,2018-12-30 03:01:28,TRUE,NA,"1079210835963195392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31336,FALSE,FALSE,NA,NA
"88","2018 is being called “THE YEAR OF THE WORKER” by Steve Moore, co-author of “Trumponomics.” It was indeed a great ye… https://t.co/cxeM62RZqM",FALSE,112575,NA,2018-12-29 21:06:08,TRUE,NA,"1079121410935660544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26196,FALSE,FALSE,NA,NA
"89","For those that naively ask why didn’t the Republicans get approval to build the Wall over the last year, it is beca… https://t.co/fVlpsEId46",FALSE,147999,NA,2018-12-29 19:25:47,TRUE,NA,"1079096156708319232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",34974,FALSE,FALSE,NA,NA
"90","...children in question were very sick before they were given over to Border Patrol. The father of the young girl s… https://t.co/XLR6t6f4Ku",FALSE,133316,NA,2018-12-29 18:36:17,TRUE,NA,"1079083702943211520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30600,FALSE,FALSE,NA,NA
"91","Any deaths of children or others at the Border are strictly the fault of the Democrats and their pathetic immigrati… https://t.co/2Gs9xvDXt5",FALSE,124195,NA,2018-12-29 18:30:16,TRUE,NA,"1079082188665171971",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29858,FALSE,FALSE,NA,NA
"92","Just had a long and very good call with President Xi of China. Deal is moving along very well. If made, it will be… https://t.co/CwXACOQMkC",FALSE,145031,NA,2018-12-29 16:03:02,TRUE,NA,"1079045134061371392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27951,FALSE,FALSE,NA,NA
"93","I am in the White House waiting for the Democrats to come on over and make a deal on Border Security. From what I h… https://t.co/OaQzvCASuU",FALSE,130523,NA,2018-12-29 15:52:24,TRUE,NA,"1079042460800696320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30293,FALSE,FALSE,NA,NA
"94","This isn’t about the Wall, everybody knows that a Wall will work perfectly (In Israel the Wall works 99.9%). This i… https://t.co/YlEQNI7J3F",FALSE,129289,NA,2018-12-27 22:10:07,TRUE,NA,"1078412737603096576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31515,FALSE,FALSE,NA,NA
"95","Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us… https://t.co/173Kfnw3w8",FALSE,86463,NA,2018-12-27 21:26:10,TRUE,NA,"1078401678930558976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19720,FALSE,FALSE,NA,NA
"96","I totally agree! https://t.co/KO8E3bfWfn",FALSE,181647,NA,2018-12-27 21:04:24,FALSE,NA,"1078396200842395648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",46002,FALSE,FALSE,NA,NA
"97","There is right now a full scale manhunt going on in California for an illegal immigrant accused of shooting and kil… https://t.co/48BXgKav6m",FALSE,147712,NA,2018-12-27 21:04:06,TRUE,NA,"1078396126619930624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36514,FALSE,FALSE,NA,NA
"98","“Border Patrol Agents want the Wall.” Democrat’s say they don’t want the Wall (even though they know it is really n… https://t.co/CFM9DvPP1n",FALSE,106845,NA,2018-12-27 20:39:59,TRUE,NA,"1078390057906638853",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24373,FALSE,FALSE,NA,NA
"99","The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed… https://t.co/96QcbH3smv",FALSE,83266,NA,2018-12-27 19:44:49,TRUE,NA,"1078376171845361665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21266,FALSE,FALSE,NA,NA
"100","The Democrats OBSTRUCTION of the desperately needed Wall, where they almost all recently agreed it should be built,… https://t.co/M8uUV6Ebhu",FALSE,85957,NA,2018-12-27 19:41:45,TRUE,NA,"1078375400974307328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20253,FALSE,FALSE,NA,NA
"101","Have the Democrats finally realized that we desperately need Border Security and a Wall on the Southern Border. Nee… https://t.co/FgV5hk5UGL",FALSE,132982,NA,2018-12-27 12:06:25,TRUE,NA,"1078260814157701121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30557,FALSE,FALSE,NA,NA
"102","Just returned from visiting our troops in Iraq and Germany. One thing is certain, we have incredible people represe… https://t.co/HXp7moTTAj",FALSE,170809,NA,2018-12-27 11:59:04,TRUE,NA,"1078258964796706816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29628,FALSE,FALSE,NA,NA
"103",".@FLOTUS Melania and I were honored to visit our incredible troops at Al Asad Air Base in Iraq. GOD BLESS THE U.S.A… https://t.co/SLe2tXnMLl",FALSE,225214,NA,2018-12-26 20:35:25,TRUE,NA,"1078026520021544960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",50638,FALSE,FALSE,NA,NA
"104","I hope everyone, even the Fake News Media, is having a great Christmas! Our Country is doing very well. We are secu… https://t.co/pAk8R4vTGF",FALSE,250222,NA,2018-12-25 23:18:44,TRUE,NA,"1077705232665272321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",46441,FALSE,FALSE,NA,NA
"105","Merry Christmas!",FALSE,508501,NA,2018-12-25 12:59:08,FALSE,NA,"1077549301449060352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",88802,FALSE,FALSE,NA,NA
"106","I am in the Oval Office &amp; just gave out a 115 mile long contract for another large section of the Wall in Texas. We… https://t.co/JHAg4ROyg2",FALSE,182616,NA,2018-12-24 22:24:13,TRUE,NA,"1077329121745793025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41112,FALSE,FALSE,NA,NA
"107","Christmas Eve briefing with my team working on North Korea – Progress being made. Looking forward to my next summit… https://t.co/5Yat6yioG3",FALSE,89381,NA,2018-12-24 21:14:12,TRUE,NA,"1077311502615490560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17602,FALSE,FALSE,NA,NA
"108","I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately n… https://t.co/rJjel91tSs",FALSE,182503,NA,2018-12-24 17:32:44,TRUE,NA,"1077255770725601280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",37749,FALSE,FALSE,NA,NA
"109","Saudi Arabia has now agreed to spend the necessary money needed to help rebuild Syria, instead of the United States… https://t.co/ySHwB9b8Fn",FALSE,157552,NA,2018-12-24 17:23:22,TRUE,NA,"1077253411358326785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",38752,FALSE,FALSE,NA,NA
"110","The Wall is different than the 25 Billion Dollars in Border Security. The complete Wall will be built with the Shut… https://t.co/k8DTw3trKu",FALSE,101842,NA,2018-12-24 17:10:22,TRUE,NA,"1077250139503452162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25383,FALSE,FALSE,NA,NA
"111","I never “lashed out” at the Acting Attorney General of the U.S., a man for whom I have great respect. This is a mad… https://t.co/IUyS1p7z6E",FALSE,88862,NA,2018-12-24 16:55:32,TRUE,NA,"1077246407554281472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19240,FALSE,FALSE,NA,NA
"112","The only problem our economy has is the Fed. They don’t have a feel for the Market, they don’t understand necessary… https://t.co/g0dYAlEqmD",FALSE,125519,NA,2018-12-24 15:55:22,TRUE,NA,"1077231267559755776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30484,FALSE,FALSE,NA,NA
"113","AMERICA IS RESPECTED AGAIN!",FALSE,157215,NA,2018-12-24 15:33:41,FALSE,NA,"1077225810329825281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28411,FALSE,FALSE,NA,NA
"114","For all of the sympathizers out there of Brett McGurk remember, he was the Obama appointee who was responsible for… https://t.co/YT4ZsN1lKq",FALSE,99650,NA,2018-12-24 15:23:22,TRUE,NA,"1077223213598429185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28641,FALSE,FALSE,NA,NA
"115","....We are substantially subsidizing the Militaries of many VERY rich countries all over the world, while at the sa… https://t.co/MZ8zKbLQFp",FALSE,108050,NA,2018-12-24 14:59:23,TRUE,NA,"1077217178322194432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25093,FALSE,FALSE,NA,NA
"116","To those few Senators who think I don’t like or appreciate being allied with other countries, they are wrong, I DO.… https://t.co/7HqkO5bJax",FALSE,99377,NA,2018-12-24 14:41:02,TRUE,NA,"1077212559604924416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22183,FALSE,FALSE,NA,NA
"117","Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I ma… https://t.co/DkvoB1aI15",FALSE,109545,NA,2018-12-24 14:31:50,TRUE,NA,"1077210242574942208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25336,FALSE,FALSE,NA,NA
"118","President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Sy… https://t.co/l4RDUsBNNg",FALSE,97507,NA,2018-12-24 04:54:00,TRUE,NA,"1077064829825966081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21612,FALSE,FALSE,NA,NA
"119","“The President has been remarkable. I do not doubt that he will thrive in this new environment, and he will be a co… https://t.co/Hxx83N7Y3F",FALSE,79153,NA,2018-12-24 04:26:22,TRUE,NA,"1077057874235400194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16081,FALSE,FALSE,NA,NA
"120","The most important way to stop gangs, drugs, human trafficking and massive crime is at our Southern Border. We need… https://t.co/qmJUmUaOxQ",FALSE,101304,NA,2018-12-24 04:05:26,TRUE,NA,"1077052604499353600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24096,FALSE,FALSE,NA,NA
"121","Mitch McConnell just told a group of people, and me, that he has been in the U.S. Senate for 32 years and the last… https://t.co/tRQgCigIrW",FALSE,130908,NA,2018-12-24 03:47:21,TRUE,NA,"1077048054862278656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26525,FALSE,FALSE,NA,NA
"122","“It should not be the job of America to replace regimes around the world. This is what President Trump recognized i… https://t.co/f8MyVbnTA0",FALSE,90445,NA,2018-12-24 03:32:49,TRUE,NA,"1077044397504692227",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22141,FALSE,FALSE,NA,NA
"123","Thanks @RandPaul  “I am very proud of the President. This is exactly what he promised, and I think the people agree… https://t.co/jlGmkkHYIM",FALSE,109913,NA,2018-12-23 21:18:49,TRUE,NA,"1076950276958027779",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25238,FALSE,FALSE,NA,NA
"124",".....Bob Corker was responsible for giving us the horrible Iran Nuclear Deal, which I ended, yet he badmouths me fo… https://t.co/bCNjmQptRB",FALSE,98068,NA,2018-12-23 20:20:22,TRUE,NA,"1076935567760338944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21624,FALSE,FALSE,NA,NA
"125","Senator Bob Corker just stated that, “I’m so priveledged to serve in the Senate for twelve years, and that’s what I… https://t.co/Hq9TutupaE",FALSE,78965,NA,2018-12-23 19:56:37,TRUE,NA,"1076929590050897920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16518,FALSE,FALSE,NA,NA
"126","We signed two pieces of major legislation this week, Criminal Justice Reform and the Farm Bill. These are two Big D… https://t.co/nLvFGIiysZ",FALSE,94933,NA,2018-12-23 19:45:22,TRUE,NA,"1076926760829243392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22930,FALSE,FALSE,NA,NA
"127","Unthinkable devastation from the tsunami disaster in Indonesia. More than two hundred dead and nearly a thousand in… https://t.co/DIBbi2loSa",FALSE,80061,NA,2018-12-23 17:13:27,TRUE,NA,"1076888530276810753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15975,FALSE,FALSE,NA,NA
"128","I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS, our mutual involveme… https://t.co/yMG7EFB4uj",FALSE,81349,NA,2018-12-23 16:59:22,TRUE,NA,"1076884984873607169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17776,FALSE,FALSE,NA,NA
"129","I am pleased to announce that our very talented Deputy Secretary of Defense, Patrick Shanahan, will assume the titl… https://t.co/hUtkUQf7yS",FALSE,87447,NA,2018-12-23 16:46:47,TRUE,NA,"1076881816462737408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18477,FALSE,FALSE,NA,NA
"130","The only way to stop drugs, gangs, human trafficking, criminal elements and much else from coming into our Country… https://t.co/h1sNn3D4yW",FALSE,143937,NA,2018-12-23 14:17:54,TRUE,NA,"1076844349860823042",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32382,FALSE,FALSE,NA,NA
"131","When President Obama ingloriously fired Jim Mattis, I gave him a second chance. Some thought I shouldn’t, I thought… https://t.co/ZFYIzOOXZg",FALSE,116047,NA,2018-12-23 02:20:32,TRUE,NA,"1076663817831153664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25423,FALSE,FALSE,NA,NA
"132","If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were go… https://t.co/BNlBGpUobj",FALSE,153786,NA,2018-12-23 01:59:29,TRUE,NA,"1076658521926656000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33728,FALSE,FALSE,NA,NA
"133","Brett McGurk, who I do not know, was appointed by President Obama in 2015. Was supposed to leave in February but he… https://t.co/WihasoF1ss",FALSE,86911,NA,2018-12-23 01:48:23,TRUE,NA,"1076655729820471296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19448,FALSE,FALSE,NA,NA
"134","I will not be going to Florida because of the Shutdown - Staying in the White House!  #MAGA",FALSE,121313,NA,2018-12-22 23:58:43,FALSE,NA,"1076628127525294080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23837,FALSE,FALSE,NA,NA
"135","Senate adjourns until December 27th.",FALSE,65177,NA,2018-12-22 21:12:02,FALSE,NA,"1076586181897474048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14175,FALSE,FALSE,NA,NA
"136","I won an election, said to be one of the greatest of all time, based on getting out of endless &amp; costly foreign war… https://t.co/ytXyO6q5yE",FALSE,175749,NA,2018-12-22 20:28:21,TRUE,NA,"1076575190899929088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",40055,FALSE,FALSE,NA,NA
"137","The crisis of illegal activity at our Southern Border is real and will not stop until we build a great Steel Barrie… https://t.co/SDo2igp4G5",FALSE,111370,NA,2018-12-22 20:03:58,TRUE,NA,"1076569051768516608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24750,FALSE,FALSE,NA,NA
"138","Will be having lunch in White House residence with large group concerning Border Security.",FALSE,93981,NA,2018-12-22 17:02:37,FALSE,NA,"1076523416516263936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17236,FALSE,FALSE,NA,NA
"139","....going to be there for three months, and that was seven years ago - we never left. When I became President, ISIS… https://t.co/luyFMfHO28",FALSE,118106,NA,2018-12-22 16:30:35,TRUE,NA,"1076515352249597954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25377,FALSE,FALSE,NA,NA
"140","I am in the White House, working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negot… https://t.co/eP0tZgp5nw",FALSE,90977,NA,2018-12-22 16:18:11,TRUE,NA,"1076512233897771010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20884,FALSE,FALSE,NA,NA
"141","OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a",FALSE,150658,NA,2018-12-22 02:49:05,FALSE,NA,"1076308614372048897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",38263,FALSE,FALSE,NA,NA
"142","Wishing Supreme Court Justice Ruth Bader Ginsburg a full and speedy recovery!",FALSE,113737,NA,2018-12-22 00:16:55,FALSE,NA,"1076270321861312512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16024,FALSE,FALSE,NA,NA
"143","Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florid… https://t.co/kevVLGaR0T",FALSE,104249,NA,2018-12-21 23:23:27,TRUE,NA,"1076256868190834689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22659,FALSE,FALSE,NA,NA
"144","A design of our Steel Slat Barrier which is totally effective while at the same time beautiful! https://t.co/sGltXh0cu9",FALSE,139332,NA,2018-12-21 22:14:14,FALSE,NA,"1076239448461987841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33635,FALSE,FALSE,NA,NA
"145","Today, it was my honor to sign into law H.R. 7213, the “Countering Weapons of Mass Destruction Act of 2018.” The Ac… https://t.co/1zaP2XJ5x5",FALSE,51248,NA,2018-12-21 19:56:05,TRUE,NA,"1076204680202670081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11322,FALSE,FALSE,NA,NA
"146","Today, it was my great honor to sign the #FirstStepAct - a monumental bi-partisan win for the American people! https://t.co/isy6Bt38iK",FALSE,58950,NA,2018-12-21 19:28:13,FALSE,NA,"1076197669968728065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13654,FALSE,FALSE,NA,NA
"147","I’ve done more damage to ISIS than all recent presidents....not even close!",FALSE,113546,NA,2018-12-21 15:31:41,FALSE,NA,"1076138140795064320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21472,FALSE,FALSE,NA,NA
"148","The Democrats now own the shutdown!",FALSE,130638,NA,2018-12-21 15:07:23,FALSE,NA,"1076132028888825857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29487,FALSE,FALSE,NA,NA
"149","General Anthony Tata, author, “Dark Winter.” I think the President is making the exact right move in Syria. All the… https://t.co/e3j2HCLkWd",FALSE,80819,NA,2018-12-21 14:50:29,TRUE,NA,"1076127773444526080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21845,FALSE,FALSE,NA,NA
"150","There has never been a president who has been tougher (but fair) on China or Russia - Never, just look at the facts… https://t.co/rqfYk4mgde",FALSE,78239,NA,2018-12-21 14:41:59,TRUE,NA,"1076125633275666433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17221,FALSE,FALSE,NA,NA
"151","Thank you @SteveDaines for being willing to go with the so-called nuclear option in order to win on DESPERATELY NEE… https://t.co/I10tsDvpcO",FALSE,69990,NA,2018-12-21 13:08:06,TRUE,NA,"1076102009185550336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15922,FALSE,FALSE,NA,NA
